fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,wine_type,target
4.430302726112936,1.1137143052582907,0.3110024870496241,65.22272799138693,0.5518279388990762,225.22851470279593,416.5456269527848,1.0338032221003048,2.9581640788426053,1.512473023143105,12.73183547721273,0.37536870974527825,0
8.72202461103381,0.16832267424944114,1.2281562168175175,34.80511160042518,0.1917311826882965,219.1768208047054,409.9601183734402,0.9993173296134864,3.0991968016346796,0.43521800927383936,14.027156891424696,0.30104245421169984,0
8.305997415188756,0.2529267995677088,1.326064068962794,39.47666817021029,0.22787267282917031,236.968275508471,137.85050356768036,1.0287127474959548,2.818467658102859,1.7469487130403447,12.330670884992408,0.15695862345047162,0
14.171552000242048,0.6325539455749477,0.22650460708967596,5.154279294232762,0.3789874390548026,199.256184055258,173.24343412215026,1.0099295631291725,3.1633584965410675,1.9779123998493873,12.545104589046446,0.3435445109695253,2
4.121994498275511,1.4966881449176481,0.8287227226326485,26.292806693464133,0.5385975666000835,83.49540005272534,341.2895377693496,1.0003127927429432,3.029511955148051,0.6245748768311433,13.650534643994945,0.6025218643068768,0
14.93380568008396,0.4531970056176488,1.3657443256434192,21.171130254321135,0.17074412077816206,241.33471185526372,308.5625381034731,0.9964815878869369,3.3982665222789197,1.5099864935828233,9.245886474017793,0.18171425982868528,1
12.038926287838972,0.11240400896171436,0.5763029092762404,60.38977041954019,0.066593750926152,178.3206272461176,307.50928101931726,0.9906233725091489,3.0426801704242354,1.9203696449100394,9.060988967747525,0.526373218625836,0
14.741134528177035,1.293917708648445,0.0837883980312939,22.19593208651911,0.2048124056370838,77.59902069044308,349.4779558838212,1.0130666436160065,3.3291167707136036,0.3261503104789264,13.608655605236915,0.7416475685721383,2
11.15110175692973,1.3538725657735822,0.5711748044042063,58.37474761181269,0.393357522187062,106.98500048686321,312.09295527547835,1.0198543983561823,3.7800347779063332,1.9985804020872562,11.881862715430204,0.28030605151402843,0
13.624635080477105,0.8850432514214331,1.2980857243688226,16.195751982725156,0.6094886928226086,150.3737228890436,125.79887413841372,1.0270395548288513,3.603039877825839,1.8992149124646902,10.482610470617107,0.12807742416210166,0
7.860080869825363,1.4195708283417838,0.16666309701461937,38.54584569443554,0.11344376750542629,9.263346924423221,251.267892204497,1.0260479730111423,3.303465515869719,1.508438651143456,8.861282699436067,0.8690454411582222,1
8.029751359133474,0.3485511119908768,0.5150109395871706,35.45890452456962,0.49737769191874376,252.53593847407478,153.63521761943062,1.0301051596496464,2.8552139832805477,1.245233607603928,8.734829780203217,0.984423002370736,0
8.517478186972339,0.4920029348153327,1.4169484455422592,7.019678840367512,0.1442733549606443,117.62579005567994,135.87995403572276,0.998955214321851,2.756831081601713,0.3798352845688041,13.554859667613309,0.9154929783393522,0
12.933044687030677,0.11067460235688802,0.26881263266928695,21.277949237180636,0.31870687581023244,108.73404235952049,140.87388603864716,1.0274055027318811,3.643834638917195,1.3963784050544292,8.585837501699418,0.24757156154068816,2
8.268423210586638,0.9551484226360879,0.6451623062777122,64.87523452677537,0.45985378230955565,57.035118176787314,179.06045227135786,0.9965153034980944,3.0179414958339956,1.1821184931846689,9.739011889033572,0.9892907039471207,2
6.730859658556434,1.4110831226856502,0.9199472302681643,39.3600792506165,0.07400596598457082,140.04021253469335,189.48179901519833,1.0207286713315804,3.8391200164598382,0.5212551113005758,8.770529633741983,0.8035942079662934,2
15.145787117166211,0.9896018883788237,0.2953791077752762,54.49157175905662,0.4890493407694198,70.54929512874472,130.68578639708142,1.031235056069911,2.843126004292437,1.8361620359339068,8.874340713297796,0.5371659443503466,2
14.786934112322786,0.20042873053107063,1.1630858566566369,47.51022705476168,0.05612446033784626,240.6517396606732,285.3107541981748,0.9872416343136869,3.443213522792223,1.103707237951673,12.383780170110605,0.6811800559934678,2
8.020447524652592,1.119835315832327,1.296969456543212,59.301457714094155,0.2044001936988825,288.2258741899904,339.964151793196,1.0385204076781291,3.353324554995775,0.533136325179709,13.370899644197088,0.7722173760842985,1
11.479120650122372,1.093910919262891,1.0534089714940198,23.06034896506597,0.028856062757081198,102.37942707413036,247.6732891080179,0.9887356604696063,3.7197623825388715,1.6225847983645505,12.078694666967753,0.00035994305503384005,2
7.1134907610022164,0.33011631526970586,1.4306007178548954,15.013395139428324,0.5168431319912405,45.10649767128852,292.72719480035875,1.0204928878647417,3.874541034564357,0.8865996457043198,13.785344980082256,0.5957544970867654,1
6.293993057434186,1.3234764363208138,0.21696393366799244,5.261981129628422,0.37152593744896745,17.24251567274031,99.64008929560102,0.9944337717462994,3.172606778242348,0.8783061582959621,11.882046134430595,0.8318762322416007,1
7.8697083008612125,1.4485855432717352,0.0054696734550252766,55.48240684864088,0.10872772078542914,165.13412170490727,304.73596354742466,1.0388774197735968,2.787433525449785,0.7783302584602949,12.788192828471661,0.06927272130256379,0
7.757908700647565,0.6675486286286954,0.4431208809435285,34.68806091181441,0.07943729839780618,217.95855169557092,436.74518121853873,0.9917268371003679,2.9730344990825444,1.9321009803952847,8.019368335649535,0.6942815247522555,1
14.475540824479058,0.5431461750454375,1.3944589872494124,47.49763769531191,0.29556531023234733,261.2056242049406,158.56668937297079,1.0381088431916794,2.921253269333885,0.29472234835900835,13.263980217476101,0.826716853431126,0
13.749876158157079,0.9420106277655869,0.21077538934972345,4.777876711439161,0.013397799195916126,18.552105571458046,91.71817081385544,1.0083084084076674,2.857489195075328,1.1459841635672043,9.21944204353198,0.4030947867959337,1
12.386441065565084,1.5387757878843689,1.2679784222433466,55.79453347548121,0.48588255240586475,276.02541305906595,132.49933155974975,0.9965654148513068,3.093891132379458,1.5713992515311783,10.27357836163432,0.7314323652209814,1
15.408077225632653,1.1674446786193458,1.5426390509182635,38.59176678001305,0.5921629026677995,104.47579025770773,103.45341401615609,1.0003367028048737,3.4755613081016716,1.7072848427564213,11.415654075203307,0.6785446313285276,2
8.912774572607503,1.2650938286742526,0.9308817286580218,8.280183232107671,0.030201011143698407,18.714222940495645,254.8114434652712,1.0172117339941815,3.2788674101854864,1.1834139536219679,8.68714737296693,0.07867290997976306,0
6.764899766523683,1.2328752079440646,1.4658452866804426,33.101352248936884,0.36166602623854843,31.132596593909945,416.4299984950181,0.988298759850022,3.833661087148384,1.587624382801853,13.526617711650257,0.7146532241605095,0
5.220521090017019,1.5154909359087878,0.4118535416481134,39.531531846990966,0.3771324884359311,202.69956062037755,29.93463117228256,1.032684935939987,3.336433843543078,1.9527988136330938,13.736236638883387,0.3484851229149585,1
7.442745634234518,1.3042882994700782,1.1998841587958753,22.81723299117362,0.015174492857312339,107.76140929122967,366.70244983374323,1.0050031725099915,3.105232691177989,1.2037080568870333,8.816154693219673,0.7079111797450001,0
5.5576911810424905,0.4824713572950333,1.2950207217962681,46.964773553768225,0.4699323383954457,169.59699653860073,162.85332464196784,0.999975240829975,3.939790573858703,0.8339705574791045,11.361238239631657,0.628775975869667,1
4.915451778157277,0.426951578002857,0.8092412007531963,38.502955416487055,0.16520139811088044,249.7886778121263,158.68735880727226,1.010436029631524,2.764488625448791,1.9914420003919573,13.927163710614561,0.08337661148920827,2
11.095479580153771,0.44313596717679005,1.0005700134440452,55.3949810330051,0.4018160319363715,125.02302132149015,167.82131830547064,0.9948691397481814,3.561201172800522,1.7554952998014461,10.090184012364073,0.13822700808019583,2
8.206668142053008,0.3994023612339157,0.14756528549281378,56.89912888608833,0.135484029744387,171.35596714382095,269.9893913568898,1.033593827926757,2.93940630061827,0.8450225683615986,14.402434998816867,0.583813760029143,0
10.631301145413339,0.39239511221867657,0.4587188436701176,4.658202822615025,0.06178180837701637,250.35047822941323,72.21682643805877,1.0385727881483235,3.3773249329747372,1.779457760011392,8.910052110550724,0.09295086931828977,1
6.1151622207187355,1.4817535665445953,0.1274786847620273,42.750517534976574,0.1598997427623943,285.31683400246095,404.65862278003976,1.0071686920339051,3.9121161709565713,1.6169465437948298,8.606796682528639,0.3893193036556426,1
11.990560901798403,1.5074936652738224,0.39747197997690276,47.71424268106295,0.5371059396846438,215.60250405574715,172.46799999259952,0.9902600805531488,2.9863856876547223,1.4084334153036036,8.976330197477804,0.8502070837814778,0
6.407615912035483,0.2147816065950094,1.48166920252241,9.898969508002434,0.466565582122328,192.46286030314647,317.76289525521736,1.038501844683539,3.1320698493190617,1.2878919842884646,9.222262043307229,0.904057968215577,0
7.164085484302836,0.17611152441853622,0.0512041828878934,58.20083765968347,0.3043811102805349,104.7742760848814,431.889065388364,1.0296088972405013,3.179019087796259,0.3775120120121327,9.654278764580646,0.06746439796774306,0
12.775301107953009,1.3655454807574827,0.8247381746012743,56.44211813899217,0.0788924724166559,273.4182405986785,270.45694577538995,1.0191622216858454,3.946626554333963,1.557537550457634,8.785095452220824,0.9752996322676956,2
10.572828537301014,0.9256127942430518,0.867625544090828,9.6949023201205,0.1358227683496364,162.30918515220733,366.95709391688297,1.0311116070709612,3.548682348792906,0.5192600599325454,13.89846046620458,0.5005911416105194,1
7.851520595690934,0.3973494779370988,0.4743823313240237,58.19001790083571,0.5881654604149431,112.1441313287261,100.4614849443548,1.0227830998705274,3.06519951554691,1.6060448357465906,14.63182289629936,0.568801917355461,2
10.370164268796842,0.772725028800107,1.2974948740201426,42.7611035954277,0.09362656006608905,122.3270284282703,52.91201630110908,1.0208087616175734,3.675522324497529,1.511510862014433,9.342489460543632,0.536976352083334,0
12.197214904584737,0.19061944851602747,0.9786426955376467,51.8982729247034,0.18210028524288754,9.464494618937621,175.96685520468176,0.9933906491944001,2.972894209163573,1.00466978384239,9.529413491995836,0.7830541716852142,1
14.836798669879311,1.5533250251981996,0.3241066390556067,52.665518965875464,0.34234641729224297,207.60043852653223,154.46214383078078,1.030130645861679,2.9570845849404632,0.43690995091995566,11.802659435813714,0.2421854764542506,2
10.826629882072893,0.28992714798575964,0.7821693165012236,11.15144866611035,0.23167249750025987,207.43243708901142,56.06960887850382,1.033253339817664,3.061413710095705,1.0125841768137587,11.298502481546063,0.8614553104623935,1
6.615505184603859,1.2898300025579843,0.03879160713920227,4.686239406551573,0.17101184676965323,92.5040981189586,224.26572399754082,1.022184337228544,3.9396291507355503,0.42002517387589045,12.598760019940034,0.9023678795747047,0
12.835041332395608,1.5172697277572862,0.029725132773950183,42.13161802887964,0.41799913542184625,83.5637561119052,338.1943711382964,0.9886782293702518,3.0286404254378687,0.7539619333186007,8.63106078115269,0.09485618532929396,2
13.21100511241196,1.1465166690383533,1.2199109103830457,22.588624042050935,0.10323799075379439,223.70575991091576,101.70584010429151,1.0109962003977928,3.5941091315756246,0.688746168251378,11.275286954887639,0.6584299014765427,1
6.224855911048113,0.21282646149184692,0.28595820532428523,17.581935215920655,0.2932586450835201,64.15053631918487,162.50162508478567,1.0367834300495864,3.3932827957399097,1.0167800912474037,9.113919396241958,0.5736915640786628,1
13.728948058102421,0.9649774705566977,1.6076803212358168,9.067216177415373,0.078632652797129,187.62654348714344,21.990340778924406,1.0333228806919244,2.920477186387435,0.344661669646255,14.440340288161488,0.3067790653209743,1
9.425711742146202,0.27382474987314576,0.5946291350287405,56.63139242992086,0.1822208044577629,236.59262104182818,207.61027373927195,1.0315569904301658,3.630688607356128,0.8772145666748468,13.609362786719533,0.8682911317647379,0
13.235176611276238,1.3804250491624601,1.1598686901634885,37.857376484029466,0.22542297041597728,102.67643788618348,416.40039968650274,1.014598569773578,3.2035546952959253,1.4095635984987513,9.987933064058224,0.9435270111514528,0
6.673486461858017,1.089239534308829,0.7677101681735647,55.15348611338739,0.3941016472179975,15.256643429694002,77.56693646098802,0.9955797315329591,3.8742618423571495,1.471128682620159,9.483436205500103,0.8407407498203623,0
7.824221263583885,1.4930842235495927,0.679707334109328,36.90016318965579,0.28473155074677775,104.09749283209717,55.54534164141918,1.0078644882354333,2.759765485847567,0.2397983620546793,12.42789886515091,0.7636871382843377,1
15.339735143429,0.2988287853776612,1.1087732335220566,3.7630495362526086,0.18040671897888919,195.45623256379858,61.39279221940032,1.027390055898506,3.19872598653372,1.302089149389067,8.60264374488138,0.33479229165724045,2
11.759562385112641,0.7605265369215307,1.0392550114340873,14.912132213139023,0.4208043390656715,128.2229932129465,236.74389932420087,1.0301335166599184,3.224769555190638,0.6611841747115114,8.380419376091604,0.3122317295536262,1
13.151821749068656,0.895344685962444,1.4555929612775154,53.881629690537885,0.29384381380209457,267.19015631474645,164.3076569610224,1.0361131784079132,3.52271852623562,0.9512672125008207,9.602189629112816,0.18621095904562635,1
12.129329552969612,0.24250704513715876,0.14013943071272775,13.070122284319444,0.4444688136496268,151.92785375147773,321.41687939128593,1.0123531875788883,3.481849094707012,0.41341304955284164,12.950508335187711,0.9323532647224216,1
6.272079825966037,1.095358537905675,0.8408809032480887,60.082753299036696,0.24111784167013856,280.4240899167402,366.30622820738125,1.0212273295098766,3.6348638190045044,0.22170029000104327,10.794612328504183,0.7786188509722204,0
9.495333856203167,0.9296534223823122,1.0087571500343804,21.447888420164272,0.4460349721055769,192.05859163128585,33.775251377244444,0.9948182069478316,3.9731882774207437,1.6289882798427113,10.048042380389418,0.9388924858944975,2
13.588462859812601,0.6020630883312675,1.0787518728581411,28.138902266521516,0.3516864643277287,236.46736044908442,429.1393532036379,1.0196591512238329,3.8676474764600886,0.7309568115720323,11.544371067721144,0.017955245413960208,2
11.9679250356034,0.6993760739051963,1.0382968963372359,43.76637595481111,0.1579129205305525,184.87563185279203,242.69922251742648,1.0155661680131767,3.0852802212010255,0.5209070001504426,12.809495261630794,0.7133460499963691,1
3.8729374164049046,1.2743433764060066,0.6106206538476499,52.763835681012864,0.3364663822118237,146.2404718793738,310.65435033252487,1.007038622642316,3.1490619425185327,1.0389770682997757,11.722200304598005,0.8352530429937305,1
4.857633686099156,0.6146198342104549,0.05158797055441687,50.51649008535245,0.09040409095787938,165.28435083564847,395.2767359652351,0.9923813930510247,3.1619707656060068,1.792971131212656,14.188420619274998,0.4556464112163098,1
7.996216114584069,1.538949717672019,1.184404030992625,53.828303546450606,0.01452599878529711,238.42759614232634,129.0948674518512,0.9909214990170615,3.7997187438304256,1.1170684163357913,13.051822685290567,0.17001898398498416,0
15.226823029384942,1.4572769503286613,0.07277344533661541,33.827742937312046,0.42506705947164425,163.4431262415987,204.60858180854183,1.0101170533284127,2.741477419189016,0.4371066402912047,14.449763471127987,0.8801924777404488,1
9.743404819792461,0.19712917518573708,0.7813859088872259,21.587665012011005,0.11606042844131291,267.0893856946913,404.0548323885014,1.013663056489421,2.8596934229179043,0.675197667268347,8.098510257939978,0.5480348299749002,0
7.0691328359070384,1.3586252395948244,1.193744510764148,14.612939483723503,0.3654857993641499,88.54595630654751,145.7344958182003,0.9915877105586524,2.851599572318257,0.7740172796820324,14.22380334235775,0.13727400144517243,0
8.16112700538989,1.090668401717777,0.4540292500698864,63.1402455360395,0.2895322288095965,122.35354794326256,420.810022269109,1.0011338017623181,2.9542715648405884,0.4058800687514881,10.136920299419183,0.48746544792665336,0
6.348896793404165,0.16297924547830528,0.046148956077655665,38.00650280502886,0.2715371956822354,135.16268853180668,283.51122253237645,1.024731645228091,3.4436231809220663,1.6779690056772474,13.398545431479626,0.010264778349253434,2
8.896520691757154,1.5130492052267515,0.1539159981517274,63.776714599082005,0.19792522862046114,191.23424440468392,288.14030779885667,1.0278238672014979,2.9320393088069623,1.1944358813668827,14.74275474564181,0.6868125616631807,0
6.438228818548643,1.3302304706004302,0.23091609923758163,32.7679211097468,0.32331028433974957,225.23519499036564,45.51873501168298,1.0245615645690926,3.759922011792261,1.824031207823025,8.23341227306597,0.5691501832785909,0
14.033605338365426,1.3290259448846848,1.104062777963132,25.059717712807903,0.5942997248046461,182.370341387918,172.53736842201837,1.0016281304723227,3.7741403546334125,1.3177580480209645,14.803419603172362,0.6092277206152849,0
9.320874248402912,1.4534674881672618,1.0848606762058375,40.45876025482999,0.47019037590182244,252.2590867562675,113.21154473299784,1.0373076683759326,3.1808897912778398,0.2660991931403627,12.089152010552372,0.11249726654616088,1
7.18560442307282,1.461626451533194,1.6241407759045223,65.35058110065225,0.2580914047423779,279.3895077123828,217.17282938392705,1.004107551448751,3.012654395382447,1.797059333525917,14.05547332539686,0.8738896086865319,0
15.087988942511927,0.4086192971966241,0.5376371173883805,56.97934417382576,0.5341319469722413,11.346072553432759,337.8379601155963,1.0311103672178812,2.9226182322004495,0.42990900306994484,12.463770108298622,0.6434180323425673,1
7.6036513789132805,1.4860439143270632,0.21807548436442553,27.303082086846306,0.32609951064968634,1.6996344982017462,322.9838396828924,1.0226317974300083,3.4203219616297806,1.2978351562221184,12.482861278481575,0.09122180730658835,1
14.807547410724393,0.15189519407618135,0.2864022659300917,3.4034317190535837,0.6024798936364623,73.02865572538173,312.83214669244177,1.008580197086381,3.3584739525222833,0.8562537142101818,9.022117739749095,0.3424866478901808,0
4.325358900740352,1.4021484581562171,0.053391203974856624,27.246738156337756,0.593374261595326,31.25467403842043,116.47211805682656,1.0043909249553107,2.7475326705247354,1.501001706418659,12.759318509464855,0.6368308177908933,0
12.356092229238882,0.7650687836264534,1.3676379553778075,50.06587134674491,0.02600020052435851,234.5347761049909,309.9224234425377,1.0186511153387,3.130782348177183,0.3624830447694931,12.979520010729264,0.9960185745118622,2
9.655057372318979,1.3267516225496228,0.12641775975511735,0.712334162441118,0.11403297913797024,233.01304216799383,213.23194589037445,0.9990866325673252,3.376017916484545,1.63073659424032,8.667680282578678,0.2581368391664076,1
9.175074842068561,0.4895619478159463,1.4834757439366109,54.889931247165926,0.5137524598632895,36.10675531567787,218.2230091657935,1.0106726404928301,2.9339591788591433,1.647949960002779,8.597606146778466,0.19210830771636478,0
4.239512466658977,1.2122945782136185,0.08040589016334157,17.573697560578204,0.22834339148856467,148.42613084904582,275.80675756129364,1.017860841409299,3.089479961113202,0.6289788683410924,11.024744942214063,0.8013841960205557,2
4.292266604945712,1.2870498587768586,1.3500977154740732,24.472989042292397,0.15744906021586993,264.6729588352811,66.73947905379322,1.0256006338132313,3.679378508743622,0.5089469829750735,10.175129635101046,0.39897198283937985,1
7.826318766449486,0.20140605737559975,0.3249542122610843,60.6285560372883,0.3320768080295116,42.26794767905096,410.21036407279985,0.9985958678823674,3.228635424957061,1.3579287202963073,13.85285973714094,0.09316203474355422,2
15.260146432879942,1.451621691128963,0.03831798574602457,24.99304099425384,0.4134256231770559,186.84888191307144,275.4976509566795,0.9906282683633248,2.9563562068605385,1.37625551940161,12.535511672918267,0.9831557036837623,1
11.273685723087763,1.3058758962088335,1.1645651325948436,31.77790245937552,0.1991424277126534,215.7283631419902,161.31273526794206,0.9967988394236895,3.7504028603899684,0.7304152062933609,9.22233968626352,0.8033685925535963,0
8.263385584339215,0.9731930447277644,0.0043990829445829235,29.542488027462973,0.5267901358253461,263.47522852464004,256.9657272569066,1.020144848348118,3.5481083719826336,1.1848518150562537,9.363643504853847,0.0623019679557405,1
11.204922172564357,1.1418940999257647,0.4941319466369136,24.26187683261926,0.31054341110298805,171.7805028651585,299.732170867132,1.0287931180230232,3.5360729900849757,1.7901606815356605,10.086567096708164,0.33462112121547705,1
6.294191589051254,0.5987304248775291,0.0947738901418519,5.911778677498238,0.14842245517502314,145.2026439629338,380.43904885949144,0.9984536482088311,2.8435556981098262,1.11662457398421,11.925758553837035,0.9472533644742407,0
5.797303958219253,0.7858405440031037,0.2014688620489675,28.236185754400125,0.415277194110934,134.6402377744134,228.74129220611397,1.0162071193324291,3.260559293931726,0.4107302916152705,11.466170853034985,0.24978273537528228,0
8.177988912929436,0.3010442509519119,0.20818135108471525,32.75324444612553,0.2920258209510491,93.49051001049646,304.23070047672695,1.007321544724382,3.0482442744518727,1.7793730804560028,11.302724703625893,0.4147800705131023,2
14.246575553639225,0.8298609288336767,1.2004959668424673,14.83355115040316,0.10001748591009081,133.8887998438473,139.9136499844304,0.9885042267013411,3.4977409676062434,0.5186051988780397,8.215695128049726,0.27511067217626073,0
9.963760900937709,1.2542320192154441,1.6137768809495303,54.43247159074364,0.05275390941109116,53.180494886814955,174.03937805162622,0.9918300105040737,2.811408228758959,1.243753297473542,11.73826867784484,0.14866292526794167,1
7.392508344287952,0.9175946276798145,0.4060139062801469,32.84639092626415,0.372751915948781,195.83987709392449,39.45190579590038,0.9887460189341386,3.5989728513091475,1.659901124910183,8.136834202466636,0.010079326007163436,0
15.298044663336725,0.2802265939849613,0.6621842821369401,16.154669665087294,0.04779328735269016,62.58550453074165,289.31124259941066,1.0122376952810166,3.4907918658265227,1.6447162906416406,11.061009079113536,0.0951181612912867,1
13.673189684971426,1.3243279878546472,0.6214870413382927,7.143731048552448,0.5949535061888519,15.376618973279655,291.0000828049662,1.0251377691172714,3.2263007601059686,0.6786562489788145,9.431499685648452,0.3537451306747651,0
7.7079847079093575,1.1869801512926461,0.4262833399302482,38.27431827933869,0.13176335231193084,136.35599904931672,32.965912383904936,0.9902708664877812,3.26388010603282,1.1918460311967851,10.103839498147622,0.8951309658584989,0
15.56238876725871,0.13603246304147548,1.1830882649938763,31.802567033290902,0.6029020955876262,231.34915393095184,179.50473938074305,1.001453428288671,3.325079258606991,1.1851457232450395,12.50217887146965,0.26712902026409224,1
15.74694828374773,1.2873225216719306,0.4503786741415065,47.23264209187724,0.2022192286268731,67.31008542408442,47.761621887435616,0.9888610795150896,3.0322467524833794,1.0289948737464936,10.733963404246207,0.337347490597215,0
8.744787618323915,1.3778667279645458,0.8539282598043438,65.03917988472378,0.5670780180645683,234.49702508557286,250.7247546119408,0.9970971373281633,3.3137867913766343,1.9358232313813157,12.076046016004057,0.7821591759470474,1
11.736669544950544,0.848569345163895,0.2153854543583881,13.668229145738952,0.3919602153937574,208.6543140656552,158.07540362180373,1.0192059848091364,3.268808130619732,0.9124347083629182,13.086664980782604,0.9285687465164544,1
8.70840370125986,0.6478907184896873,1.4076186551705856,48.40210094307413,0.06679919593553015,181.93964324872366,340.5662989103053,1.009790965494407,3.6450911724179975,0.7114547774202119,12.955720249746363,0.15931886142555107,0
6.913912079460911,0.20521863771981685,1.1410386362377751,28.734463959765527,0.1633742148341181,170.74779944436847,187.43161842926085,0.9999640666966811,3.3193658507839046,1.3738767623313042,11.726832932931394,0.0066558407996509805,0
4.800097379598406,1.322413967461612,0.8943392815180768,26.37436042211863,0.24500774330812156,79.42279764786451,437.5079650975702,1.001364859939158,3.4370110008606702,1.5418837400053915,13.9920648522908,0.5711876659457155,0
6.989685188025767,0.08548829609671336,1.0193818889690767,19.44073143992893,0.2618497654645615,139.9487061929708,313.9952065333587,0.993677536557899,3.3549835149906655,0.38305387545671876,14.13910257495616,0.20901451780857494,0
7.0849062274679175,0.5952300438891301,0.3724538286497923,23.91240524967699,0.34847210030085274,72.3687984974024,118.21208946712484,1.020186595630636,3.561244279550893,1.2664791100912216,12.625409243644107,0.9863114682109152,1
8.623532864165988,0.5716028098918772,1.4011326867933525,8.284049728051897,0.36706001083486745,42.7637472332423,57.983044763984,1.027444466787913,3.136400719498524,0.24120275821203174,8.531932719991957,0.9344601846271324,0
6.037120975406235,1.4480184926559456,0.20319930655231272,30.291637686660714,0.19595847249781878,169.2980318732327,320.84198056125354,1.0172345527154063,2.8249802572931935,0.35906812179635295,8.772058460203596,0.01437977361284093,0
15.341202680105166,0.7539366018117793,1.4627130165236673,38.90995665086274,0.0624373171439161,223.1359243218149,148.69504402346217,1.0080125941293068,3.045020440274117,1.5508048444537126,12.215314145347648,0.403306396485668,0
5.044846613112006,1.412986307605935,1.0178126448459142,18.826169458396237,0.4249379648831354,127.72385762579533,37.85942303230085,0.9962519435951803,3.6594088148124477,1.6565043335620728,9.605742465783727,0.8403080779839253,1
11.3650232509795,0.21394285207091746,1.5610156032777305,30.1794235760202,0.28751664426858187,213.19255405772853,256.574513225294,1.024831741491459,3.0609539457969546,0.5129100471757256,14.57636976282965,0.1377905845940368,2
9.14453839535927,1.3491182262174426,0.47835062187763383,31.376920321062162,0.4206463204504616,204.02507384526166,50.668426491067194,0.9922803672171816,3.736055781915987,1.5164734565673015,9.599359105311873,0.7620667009096711,1
8.924568392616775,0.9985675318905008,1.5527329451733067,43.60588853982941,0.3511198029704781,131.26417620842759,114.17923638451835,0.999446406105671,3.156210775310277,0.3737292946000084,11.4751099378723,0.5473172011195095,2
8.301100573383781,0.8868786229693936,1.0595895020890957,38.64603352896584,0.012799180234452855,215.9508925895472,209.63997182605377,1.023548637967305,2.8684740768097554,1.9392933200626943,8.534172694478727,0.22683903416675966,0
14.306607993086597,0.538933744562401,0.016580589623216676,62.11526046426241,0.4919970158324182,92.2557688933727,342.8473766895614,0.9891315481510212,3.0092375921430743,0.3032340592328401,12.183513953058917,0.5956584485557795,0
7.193771465826398,0.8155539157038406,0.17079922015025534,34.89918907048751,0.4714118136362219,232.6864708481843,188.060592995832,1.0148141527447057,3.6356710586377363,0.32316600852173394,13.251022318919098,0.30607514466172503,1
4.048971504462841,0.4901817220664856,0.9841601625564251,40.19906297803724,0.25183275446579356,97.42084277995636,136.95760518231333,0.9941562265863726,3.796133423035167,0.6484248420364724,12.823758967343869,0.09364104513469595,1
14.908973893105191,0.7637269352481367,0.157832769205706,35.19515499729349,0.4794877177185917,197.6340663034548,87.83545616087575,1.0192646299164212,3.894187521993537,0.8699317913070787,10.729318703010316,0.46857031445864494,1
14.260211358640628,1.233225412680366,1.241475332082069,23.100569709493232,0.019221963323661106,196.00117513377955,169.08939911053756,1.0353673711276767,3.304606361508304,1.0517451122173924,10.3909247855083,0.21356370499677724,0
7.150511659556635,1.0182357211322088,1.1154723289447555,11.175360516044542,0.26548252705829534,120.77751575400787,22.270763407037887,1.0090264504760358,3.602644802657498,0.8701122394039632,9.846769763971478,0.4347632128754012,2
10.134199334732724,1.1008016697359746,0.3109870889793918,1.668320937767394,0.2646951814122848,205.7556300674362,165.9446778188084,0.9905621300423577,3.3134038860488926,0.35754551306737714,10.028571869522468,0.47394967407051714,0
5.119967186898236,1.418325140690947,1.0572964551232777,15.078148866035468,0.12713653312304865,257.3701986749686,122.61207957922012,0.9886941772020141,3.5180740389174807,1.46532304236997,13.362564969323358,0.13209112418451407,1
4.9304675320090166,0.15940902156932735,0.9407546695493718,37.00140506324015,0.14099904351523193,20.49550112003554,55.50543884313778,1.035837465261496,3.425214147611622,0.7865086034557637,13.31386813626669,0.8483886952047617,1
13.933339912047881,0.3784145564165146,0.4089151390948884,2.3902915812658483,0.03789632538020888,86.07444747961026,78.1897075809302,1.01140981620155,3.4874894578456597,1.3911835532903947,13.429628867029962,0.05798058499342351,0
8.76421518258772,1.1662909107234685,1.174554806430622,21.32489422779234,0.40502520718341645,35.30062690341909,409.5673497918116,1.0341238124865761,2.8412536796909085,1.3692376491793827,14.484948126132135,0.1970793081791865,1
11.806770136447916,0.6923535655592556,0.41716992642631795,3.2727859762129747,0.5859185609369512,52.46067365258928,165.2417897874273,1.0084641717436555,2.778665120298758,1.519112775798531,12.01027031398906,0.9030030232117231,2
15.212726757573549,1.0553198693505892,1.435448015016439,45.36425155971727,0.5665926328011103,56.07267904247206,310.4477662751274,1.003032145399118,3.2464394997791546,1.2126162916305425,9.087872069792226,0.012340088420634054,1
6.766080157893693,1.4266476681157012,0.6577622324867183,34.07751898645727,0.12967548028622908,278.73209799447653,403.5559155879137,1.0013768594204975,3.5300428659995626,1.0603760354422198,9.800187347601137,0.15734330116134232,1
3.9592339586194227,1.1840051399246698,0.8221488104358128,58.77858532548926,0.3346666209357628,202.70091080723026,59.508857481485514,1.0135675185980326,3.072551255518726,0.44510197476841606,11.041720352008761,0.46277428929257425,1
4.092195709983646,1.4796759108712445,1.0978028381678095,41.65094954714154,0.487292924113066,168.137007630555,264.9731065029259,1.0259241875080722,3.0996663937254856,0.9591786094253114,8.03931406663578,0.626974780367645,2
